season,competition,event,instance_of_event_in_competition,gender,round,race,Place,Start Pos.,Warn.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points,laps_of_split_data,lap_1_position,lap_1_laptime,lap_1_elapsedtime,lap_2_position,lap_2_laptime,lap_2_elapsedtime,lap_3_position,lap_3_laptime,lap_3_elapsedtime,lap_4_position,lap_4_laptime,lap_4_elapsedtime,lap_5_position,lap_5_laptime,lap_5_elapsedtime,lap_6_position,lap_6_laptime,lap_6_elapsedtime,lap_7_position,lap_7_laptime,lap_7_elapsedtime,lap_8_position,lap_8_laptime,lap_8_elapsedtime,lap_9_position,lap_9_laptime,lap_9_elapsedtime,lap_10_position,lap_10_laptime,lap_10_elapsedtime,lap_11_position,lap_11_laptime,lap_11_elapsedtime,lap_12_position,lap_12_laptime,lap_12_elapsedtime,lap_13_position,lap_13_laptime,lap_13_elapsedtime,lap_14_position,lap_14_laptime,lap_14_elapsedtime,lap_15_position,lap_15_laptime,lap_15_elapsedtime,lap_16_position,lap_16_laptime,lap_16_elapsedtime,lap_17_position,lap_17_laptime,lap_17_elapsedtime,lap_18_position,lap_18_laptime,lap_18_elapsedtime,lap_19_position,lap_19_laptime,lap_19_elapsedtime,lap_20_position,lap_20_laptime,lap_20_elapsedtime,lap_21_position,lap_21_laptime,lap_21_elapsedtime,lap_22_position,lap_22_laptime,lap_22_elapsedtime,lap_23_position,lap_23_laptime,lap_23_elapsedtime,lap_24_position,lap_24_laptime,lap_24_elapsedtime,lap_25_position,lap_25_laptime,lap_25_elapsedtime,lap_26_position,lap_26_laptime,lap_26_elapsedtime,lap_27_position,lap_27_laptime,lap_27_elapsedtime,lap_28_position,lap_28_laptime,lap_28_elapsedtime,lap_29_position,lap_29_laptime,lap_29_elapsedtime,lap_30_position,lap_30_laptime,lap_30_elapsedtime,lap_31_position,lap_31_laptime,lap_31_elapsedtime,lap_32_position,lap_32_laptime,lap_32_elapsedtime,lap_33_position,lap_33_laptime,lap_33_elapsedtime,lap_34_position,lap_34_laptime,lap_34_elapsedtime,lap_35_position,lap_35_laptime,lap_35_elapsedtime,lap_36_position,lap_36_laptime,lap_36_elapsedtime,lap_37_position,lap_37_laptime,lap_37_elapsedtime,lap_38_position,lap_38_laptime,lap_38_elapsedtime,lap_39_position,lap_39_laptime,lap_39_elapsedtime,lap_40_position,lap_40_laptime,lap_40_elapsedtime,lap_41_position,lap_41_laptime,lap_41_elapsedtime,lap_42_position,lap_42_laptime,lap_42_elapsedtime,lap_43_position,lap_43_laptime,lap_43_elapsedtime,lap_44_position,lap_44_laptime,lap_44_elapsedtime,lap_45_position,lap_45_laptime,lap_45_elapsedtime
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,,14.0,4.0,11.74,11.74,5.0,13.31,25.05,5.0,11.24,36.29,6.0,10.89,47.18,5.0,10.53,57.71,1.0,9.96,1:07.67,3.0,10.22,1:17.89,3.0,9.87,1:27.76,2.0,9.32,1:37.08,5.0,10.25,1:47.33,5.0,9.29,1:56.62,5.0,9.11,2:05.73,5.0,9.18,2:14.91,5.0,9.41,2:24.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),500m,2,m,Quarterfinals,2,3,4,,,1.0,KNEGTSjinkie,7352,NED,"
						41.099 
					",,,5.0,4.0,7.25,7.25,4.0,8.76,16.01,4.0,8.31,24.32,4.0,8.35,32.67,3.0,8.42,41.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),500m,2,m,Preliminaries,7,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						42.007 
					",Q,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,-1,m,Heats,6,2,3,,,109.0,FrancoisHAMELIN,6167,CAN,"
						2:25.791 
					",Q,,14.0,3.0,13.42,13.42,2.0,12.97,26.39,2.0,10.20,36.59,2.0,10.33,46.92,2.0,10.34,57.26,2.0,10.84,1:08.10,2.0,10.97,1:19.07,2.0,10.79,1:29.86,1.0,10.33,1:40.19,1.0,9.30,1:49.49,1.0,9.27,1:58.76,1.0,9.07,2:07.83,2.0,8.96,2:16.79,2.0,9.01,2:25.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,Sochi 2014 Olympic Winter Games,500m,-1,m,Quarterfinals,1,1,1,,,248.0,KNEGTSjinkie,7352,NED,"
						41.683 
					",Q,,5.0,1.0,6.68,6.68,1.0,8.94,15.62,1.0,8.49,24.11,3.0,8.73,32.84,1.0,8.85,41.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,Sochi 2014 Olympic Winter Games,500m,-1,m,Heats,8,1,1,,,248.0,KNEGTSjinkie,7352,NED,"
						41.235 
					",Q,,5.0,3.0,6.88,6.88,3.0,8.92,15.80,3.0,8.37,24.17,2.0,8.46,32.63,1.0,8.61,41.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,-1,m,Quarterfinals,1,3,1,,,41.0,KNEGTSjinkie,7352,NED,"
						1:54.606 
					",,,9.0,3.0,13.10,13.10,3.0,10.40,23.50,3.0,10.14,33.64,3.0,9.72,43.36,3.0,9.50,52.86,3.0,9.22,1:02.08,2.0,8.83,1:10.91,3.0,27.47,1:38.38,3.0,16.23,1:54.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,-1,m,Preliminaries,4,1,5,,,155.0,KWAKYoon-Gy,6120,KOR,"
						1:29.310 
					",Q,,9.0,4.0,13.54,13.54,4.0,9.94,23.48,4.0,9.83,33.31,4.0,9.87,43.18,4.0,9.53,52.71,4.0,9.05,1:01.76,2.0,9.05,1:10.81,1.0,9.05,1:19.86,1.0,9.45,1:29.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,-1,m,Preliminaries,8,1,2,,,100.0,FrancoisHAMELIN,6167,CAN,"
						1:29.398 
					",Q,,9.0,2.0,12.93,12.93,3.0,10.16,23.09,1.0,9.70,32.79,1.0,9.80,42.59,1.0,9.51,52.10,1.0,9.21,1:01.31,1.0,9.20,1:10.51,1.0,9.36,1:19.87,1.0,9.53,1:29.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,-1,m,Heats,2,2,2,,,100.0,FrancoisHAMELIN,6167,CAN,"
						1:26.704 
					",Q,,9.0,2.0,12.23,12.23,2.0,9.50,21.73,1.0,9.45,31.18,1.0,9.41,40.59,2.0,9.39,49.98,2.0,9.20,59.18,1.0,9.04,1:08.22,2.0,9.19,1:17.41,2.0,9.30,1:26.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,-1,m,Heats,3,1,2,,,155.0,KWAKYoon-Gy,6120,KOR,"
						1:26.177 
					",Q,,9.0,3.0,12.68,12.68,3.0,9.35,22.03,3.0,9.49,31.52,3.0,9.33,40.85,3.0,9.04,49.89,3.0,9.02,58.91,2.0,9.13,1:08.04,1.0,8.96,1:17.00,1.0,9.18,1:26.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,m,Preliminaries,9,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						1:30.956 
					",Q,,9.0,1.0,13.11,13.11,1.0,9.97,23.08,1.0,9.86,32.94,1.0,9.56,42.50,1.0,9.56,52.06,1.0,9.56,1:01.62,2.0,9.73,1:11.35,1.0,9.74,1:21.09,1.0,9.87,1:30.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,m,Heats,2,3,1,,,62.0,KNEGTSjinkie,7352,NED,"
						1:30.255 
					",q,,9.0,1.0,12.99,12.99,1.0,10.42,23.41,1.0,10.04,33.45,1.0,9.99,43.44,2.0,9.41,52.85,3.0,9.53,1:02.38,3.0,9.09,1:11.47,3.0,9.44,1:20.91,3.0,9.35,1:30.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m,2,m,Preliminaries,6,2,2,,,163.0,KNEGTSjinkie,7352,NED,"
						1:28.593 
					",Q,,9.0,2.0,13.32,13.32,3.0,9.64,22.96,3.0,9.57,32.53,4.0,9.46,41.99,4.0,9.17,51.16,3.0,9.24,1:00.40,2.0,9.26,1:09.66,2.0,9.43,1:19.09,2.0,9.51,1:28.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m,2,m,Heats,5,1,2,,,163.0,KNEGTSjinkie,7352,NED,"
						1:30.881 
					",Q,,9.0,2.0,13.14,13.14,2.0,10.56,23.70,2.0,10.22,33.92,2.0,10.06,43.98,2.0,9.94,53.92,2.0,9.76,1:03.68,2.0,9.52,1:13.20,2.0,8.93,1:22.13,1.0,8.76,1:30.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,m,Quarterfinals,2,PEN,2,,,62.0,KNEGTSjinkie,7352,NED,"
						PEN
					",,,9.0,1.0,12.71,12.71,1.0,10.15,22.86,2.0,9.29,32.15,3.0,9.51,41.66,3.0,9.30,50.96,3.0,9.11,1:00.07,3.0,9.36,1:09.43,3.0,9.79,1:19.22,,,PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m,2,m,Quarterfinals,4,PEN,4,,,163.0,KNEGTSjinkie,7352,NED,"
						PEN
					",,,9.0,4.0,13.30,13.30,4.0,9.99,23.29,3.0,9.00,32.29,3.0,9.32,41.61,3.0,9.39,51.00,3.0,9.26,1:00.26,2.0,9.24,1:09.50,2.0,9.23,1:18.73,,,PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,-1,m,Quarterfinals,1,1,1,,,155.0,KWAKYoon-Gy,6120,KOR,"
						1:28.125 
					",Q,,9.0,4.0,13.12,13.12,4.0,10.02,23.14,2.0,9.26,32.40,2.0,9.50,41.90,2.0,9.42,51.32,1.0,9.17,1:00.49,2.0,9.19,1:09.68,1.0,9.17,1:18.85,1.0,9.28,1:28.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,-1,m,Quarterfinals,1,PEN,2,,,100.0,FrancoisHAMELIN,6167,CAN,"
						PEN
					",,,9.0,2.0,12.92,12.92,1.0,9.91,22.83,1.0,9.45,32.28,1.0,9.51,41.79,1.0,9.49,51.28,2.0,9.26,1:00.54,5.0,9.48,1:10.02,5.0,9.31,1:19.33,,,PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,-1,m,Semifinals,1,1,3,,,155.0,KWAKYoon-Gy,6120,KOR,"
						1:27.848 
					",QA,,9.0,4.0,13.25,13.25,3.0,10.04,23.29,2.0,9.85,33.14,2.0,9.51,42.65,3.0,9.29,51.94,2.0,8.89,1:00.83,1.0,8.88,1:09.71,1.0,8.94,1:18.65,1.0,9.20,1:27.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,Sochi 2014 Olympic Winter Games,1000m,-1,m,Heats,2,2,4,,,248.0,KNEGTSjinkie,7352,NED,"
						1:26.091 
					",Q,,9.0,1.0,12.47,12.47,1.0,9.55,22.02,1.0,9.52,31.54,1.0,9.58,41.12,1.0,9.20,50.32,2.0,8.93,59.25,2.0,8.74,1:07.99,2.0,8.95,1:16.94,2.0,9.16,1:26.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,Sochi 2014 Olympic Winter Games,500m,-1,m,Semifinals,2,3,3,,,248.0,KNEGTSjinkie,7352,NED,"
						41.290 
					",QB,,5.0,4.0,7.09,7.09,4.0,8.86,15.95,4.0,8.21,24.16,3.0,8.59,32.75,3.0,8.54,41.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,Sochi 2014 Olympic Winter Games,1000m,-1,m,Semifinals,1,3,4,,,248.0,KNEGTSjinkie,7352,NED,"
						1:27.258 
					",ADA,,9.0,2.0,12.33,12.33,2.0,9.18,21.51,2.0,9.17,30.68,3.0,10.23,40.91,3.0,9.16,50.07,3.0,9.26,59.33,3.0,9.28,1:08.61,3.0,9.24,1:17.85,3.0,9.41,1:27.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,Sochi 2014 Olympic Winter Games,1000m,-1,m,Quarterfinals,3,2,4,,,248.0,KNEGTSjinkie,7352,NED,"
						1:25.695 
					",Q,,9.0,2.0,12.37,12.37,1.0,9.21,21.58,2.0,9.53,31.11,2.0,8.80,39.91,2.0,8.97,48.88,2.0,9.03,57.91,2.0,9.18,1:07.09,2.0,9.48,1:16.57,2.0,9.13,1:25.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,-1,m,Heats,7,1,2,,,41.0,KNEGTSjinkie,7352,NED,"
						1:28.994 
					",Q,,9.0,2.0,12.83,12.83,3.0,9.98,22.81,3.0,9.81,32.62,3.0,9.33,41.95,3.0,9.48,51.43,2.0,9.40,1:00.83,2.0,9.49,1:10.32,1.0,9.30,1:19.62,1.0,9.38,1:28.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,-1,m,FinalB,1,1,4,,,109.0,FrancoisHAMELIN,6167,CAN,"
						2:35.959 
					",,,14.0,4.0,11.68,11.68,4.0,16.37,28.05,4.0,14.81,42.86,5.0,14.41,57.27,5.0,12.08,1:09.35,5.0,11.26,1:20.61,3.0,10.70,1:31.31,2.0,10.66,1:41.97,1.0,9.72,1:51.69,1.0,9.12,2:00.81,1.0,9.02,2:09.83,1.0,8.82,2:18.65,1.0,8.67,2:27.32,1.0,8.64,2:35.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,-1,m,Semifinals,2,3,2,,,109.0,FrancoisHAMELIN,6167,CAN,"
						2:25.530 
					",QB,,14.0,4.0,12.26,12.26,6.0,15.14,27.40,7.0,13.10,40.50,7.0,10.96,51.46,7.0,10.35,1:01.81,5.0,9.23,1:11.04,4.0,9.32,1:20.36,4.0,9.70,1:30.06,4.0,9.62,1:39.68,4.0,9.47,1:49.15,4.0,9.39,1:58.54,3.0,9.05,2:07.59,3.0,8.99,2:16.58,3.0,8.95,2:25.530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),500m,-1,m,Preliminaries,2,PEN,4,,,109.0,FrancoisHAMELIN,6167,CAN,"
						PEN
					",,,5.0,,,,,,,,,,,,,,,PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),500m,-1,m,Preliminaries,6,1,2,,,157.0,KWAKYoon-Gy,6120,KOR,"
						41.696 
					",Q,,5.0,1.0,6.87,6.87,1.0,8.86,15.73,1.0,8.49,24.22,1.0,8.63,32.85,1.0,8.85,41.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),500m,-1,m,Heats,3,PEN,2,,,157.0,KWAKYoon-Gy,6120,KOR,"
						PEN
					",,,5.0,2.0,7.01,7.01,2.0,8.72,15.73,2.0,8.33,24.06,1.0,8.46,32.52,,,PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m,2,m,Heats,5,1,3,,,126.0,KWAKYoon-Gy,6120,KOR,"
						41.267 
					",Q,,5.0,2.0,7.00,7.00,2.0,8.87,15.87,2.0,8.29,24.16,1.0,8.34,32.50,1.0,8.77,41.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m,2,m,Preliminaries,1,1,2,,,126.0,KWAKYoon-Gy,6120,KOR,"
						42.057 
					",Q,,5.0,2.0,7.06,7.06,1.0,9.00,16.06,1.0,8.52,24.58,1.0,8.62,33.20,1.0,8.86,42.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m,2,m,Quarterfinals,1,1,1,,,126.0,KWAKYoon-Gy,6120,KOR,"
						41.508 
					",Q,,5.0,1.0,6.83,6.83,1.0,8.84,15.67,1.0,8.3,23.97,1.0,8.62,32.59,1.0,8.92,41.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),1000m,-1,m,Heats,4,2,2,,,134.0,KNEGTSjinkie,7352,NED,"
						1:25.918 
					",Q,,9.0,3.0,12.91,12.91,3.0,9.50,22.41,3.0,9.39,31.80,3.0,9.34,41.14,3.0,9.02,50.16,3.0,8.91,59.07,3.0,8.90,1:07.97,3.0,9.02,1:16.99,2.0,8.93,1:25.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m,2,m,Semifinals,2,1,4,,,126.0,KWAKYoon-Gy,6120,KOR,"
						41.104 
					",QA,,5.0,4.0,7.15,7.15,4.0,8.83,15.98,4.0,8.25,24.23,1.0,8.34,32.57,1.0,8.54,41.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),1000m,-1,m,Preliminaries,1,5,1,,,86.0,FrancoisHAMELIN,6167,CAN,"
						1:30.053 
					",,,9.0,1.0,12.7,12.70,1.0,10.16,22.86,1.0,9.95,32.81,1.0,9.7,42.51,1.0,9.57,52.08,5.0,9.54,1:01.62,5.0,9.64,1:11.26,5.0,9.16,1:20.42,5.0,9.64,1:30.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),1000m,-1,m,Preliminaries,6,2,4,,,134.0,KNEGTSjinkie,7352,NED,"
						1:27.461 
					",Q,,9.0,4.0,13.19,13.19,4.0,9.85,23.04,3.0,9.40,32.44,3.0,9.24,41.68,3.0,9.27,50.95,3.0,9.03,59.98,2.0,9.06,1:09.04,2.0,9.06,1:18.10,2.0,9.37,1:27.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),1000m,-1,m,RepHeats,4,1,4,,,86.0,FrancoisHAMELIN,6167,CAN,"
						1:26.846 
					",Q,,9.0,4.0,12.93,12.93,4.0,9.18,22.11,4.0,9.43,31.54,4.0,9.56,41.10,4.0,9.47,50.57,2.0,8.95,59.52,2.0,9.25,1:08.77,1.0,9.00,1:17.77,1.0,9.08,1:26.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),1000m,-1,m,RepQuarterfinals,2,4,1,,,86.0,FrancoisHAMELIN,6167,CAN,"
						no time 
					",,,9.0,2.0,14.35,14.35,3.0,10.06,24.41,3.0,9.75,34.16,3.0,9.4,43.56,3.0,9.38,52.94,2.0,9.05,1:01.99,2.0,9.1,1:11.09,4.0,28.45,1:39.54,,,notime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),1000m,-1,m,Quarterfinals,3,2,2,,,134.0,KNEGTSjinkie,7352,NED,"
						1:25.144 
					",Q,,9.0,4.0,13.22,13.22,4.0,9.49,22.71,4.0,9.07,31.78,1.0,8.49,40.27,2.0,8.86,49.13,2.0,8.81,57.94,2.0,8.91,1:06.85,2.0,9.02,1:15.87,2.0,9.28,1:25.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),1500m,-1,m,Heats,2,2,1,,,134.0,KNEGTSjinkie,7352,NED,"
						2:23.014 
					",Q,,14.0,2.0,8.81,8.81,2.0,12.99,21.80,2.0,12.42,34.22,3.0,11.99,46.21,4.0,11.62,57.83,4.0,10.73,1:08.56,3.0,10.39,1:18.95,3.0,9.54,1:28.49,3.0,9.26,1:37.75,3.0,9.05,1:46.80,2.0,8.94,1:55.74,2.0,8.88,2:04.62,2.0,8.95,2:13.57,2.0,9.45,2:23.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
